EventName,ElapsedTime,Timestamp,SessionID,Version,ButtonClickMessage,InjuryBodyRegion,InjuryName,InjuryPosition,InjuryRequiredProcedure,InjuryRequiredTreatmentCount,InjuryRequiredTreatmentsApplied,InjurySeverity,InjuryTreatedWithCorrectTreatment,InjuryTreatmentComplete,PatientBreathing,PatientHealthLevel,PatientHealthTimeRemaining,PatientHearing,PatientID,PatientMood,PatientPose,PatientPosition,PatientPulse,PatientRotation,PatientSpO2,PatientTriageLevel,PatientTriageSort,PlayerDirection,PlayerDistanceFromPatient,PlayerLeftHandPosition,PlayerPosition,PlayerRightHandPosition,TagType,TeleportPosition,ToolAttachMessage,ToolAttachParent,ToolCount,ToolMessageSender,ToolType,TriageSortCommand,VoiceCaptureCommandDescription,VoiceCaptureMessage,
VOICE_CAPTURE,11560,2/7/2025 1:15:15 PM,e2ff9eb0-adbe-4274-bb99-ba8be85c9e63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,OK,
VOICE_CAPTURE,19392,2/7/2025 1:15:23 PM,e2ff9eb0-adbe-4274-bb99-ba8be85c9e63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,and me responding to the pilot is just me talking to you,
VOICE_CAPTURE,22017,2/7/2025 1:15:26 PM,e2ff9eb0-adbe-4274-bb99-ba8be85c9e63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,oh,
VOICE_CAPTURE,24031,2/7/2025 1:15:28 PM,e2ff9eb0-adbe-4274-bb99-ba8be85c9e63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,that's cool,
VOICE_CAPTURE,49699,2/7/2025 1:15:53 PM,e2ff9eb0-adbe-4274-bb99-ba8be85c9e63,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,Very cool,
SESSION_START,62041,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,
PATIENT_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,normal,100,Infinity,normal,Shooter,calm,supine,"(-18.8, 0.0, 8.5)",normal,"(0.0, -0.1, 0.0, 1.0)",normal,IMMEDIATE,still,
INJURY_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,rightLeg,R Calf Puncture,"(-18.7, 0.3, 8.5)",tourniquet,1,0,medium,False,False,,,,,Shooter,
INJURY_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,chest,L Shoulder Puncture,"(-19.0, 1.5, 8.5)",woundpack,2,0,medium,False,False,,,,,Shooter,
PATIENT_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,normal,100,Infinity,normal,Victim,agony,supine,"(-20.9, 0.0, 8.1)",normal,"(0.0, 0.7, 0.0, 0.7)",low,DELAYED,waver,
INJURY_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,abdomen,L Side Puncture,"(-20.8, 1.0, 8.3)",woundpack,5,0,medium,False,False,,,,,Victim,
PATIENT_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,normal,100,128,normal,Squad Member 1,calm,standing,"(-20.4, 0.0, 7.4)",normal,"(0.0, -0.3, 0.0, 0.9)",normal,MINIMAL,still,
PATIENT_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,normal,100,Infinity,normal,Squad Member 2,calm,standing,"(-22.0, 0.0, 9.4)",normal,"(0.0, 0.9, 0.0, 0.4)",normal,MINIMAL,still,
PATIENT_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,normal,100,Infinity,normal,Civilian Bystander 1,calm,standing,"(-17.1, 0.0, 7.5)",normal,"(0.0, -0.4, 0.0, 0.9)",normal,MINIMAL,still,
PATIENT_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,normal,100,Infinity,normal,US military member,calm,standing,"(-26.0, 0.0, 4.0)",normal,"(0.0, 0.8, 0.0, 0.6)",normal,DELAYED,walker,
INJURY_RECORD,62042,2/7/2025 1:16:06 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,leftArm,L Bicep Puncture,"(-26.0, 1.4, 4.4)",tourniquet,1,0,medium,True,True,,,,,US military member,
PLAYER_POSITIONS,73720,2/7/2025 1:16:17 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,73720,2/7/2025 1:16:17 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,73720,2/7/2025 1:16:17 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,73720,2/7/2025 1:16:17 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,74231,2/7/2025 1:16:18 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,74231,2/7/2025 1:16:18 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,74732,2/7/2025 1:16:18 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,74732,2/7/2025 1:16:18 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,75245,2/7/2025 1:16:19 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,75245,2/7/2025 1:16:19 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,75750,2/7/2025 1:16:19 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,75750,2/7/2025 1:16:19 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_POSITIONS,76250,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,76250,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,76250,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,76250,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,76750,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,76751,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,76750,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,76751,2/7/2025 1:16:20 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,77251,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,77251,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,77251,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,77251,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,77765,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,77765,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,77765,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,77765,2/7/2025 1:16:21 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,78266,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,78266,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,78266,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,78266,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,78780,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,78780,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,78780,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,78780,2/7/2025 1:16:22 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,79281,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,79281,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,79281,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,79281,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,79781,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,79781,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,79781,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,79781,2/7/2025 1:16:23 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,80294,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,80294,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,80294,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,80294,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,80795,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,80795,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,80795,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,80795,2/7/2025 1:16:24 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,81295,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,81295,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,81295,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,81295,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,81808,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,81808,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,81808,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,81808,2/7/2025 1:16:25 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,82309,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,82309,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,82309,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,82309,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,82809,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,82809,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,82809,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,82809,2/7/2025 1:16:26 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,83309,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,83309,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,83309,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,83309,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,83809,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,83810,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,83809,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,83810,2/7/2025 1:16:27 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,84322,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,84323,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,84322,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,84323,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,84823,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,84823,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,84823,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,84823,2/7/2025 1:16:28 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
PLAYER_POSITIONS,85323,2/7/2025 1:16:29 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,"(-19.8, 0.8, 11.6)","(-19.9, 1.7, 11.7)","(-20.1, 0.8, 11.6)",
PLAYER_GAZE,85323,2/7/2025 1:16:29 PM,37d0b636-2f1c-4156-b489-731ad576fab1,2.0,,,,,,,,,,,,,,,Squad Member 1,,,,,,,,,"(0.5, 1.7, 4.3)",,,"(-20.4, 0.0, 7.4)",
